<<<<<<< HEAD
label,message
ham,"Hello, my love. What are you doing? Did you get to that interview today? Are you you happy? Are you being a good boy? Do you think of me?Are you missing me ?"
ham,"Hi Shanil,Rakhesh here.thanks,i have exchanged the uncut diamond stuff.leaving back. Excellent service by Dino and Prem."
spam,Bet on IPL and win 10 crore! Register at winner.com
ham,Finish already... Yar they keep saying i mushy... I so embarrassed ok...
ham,Why you keeping me away like this
spam,Join WhatsApp group for daily income 50 lakh! Message +919123456789
spam,MacBook at 80% discount! Buy now at verify.in
ham,Yoyyooo u know how to change permissions for a drive in mac. My usb flash drive
spam,Bet on tennis and win 25 lakh! Register at prize.in
ham,Thanks for the link
ham,happened here while you were adventuring
ham,Super da:)good replacement for murali
spam,Your number won 25 lakh! Claim at verify.in
ham,Do u konw waht is rael FRIENDSHIP Im gving yuo an exmpel: Jsut ese tihs msg.. Evrey splleing of tihs msg is wrnog.. Bt sitll yuo can raed it wihtuot ayn mitsake.. GOODNIGHT &amp; HAVE A NICE SLEEP..SWEET DREAMS..
ham,Watching telugu movie..wat abt u?
spam,Online ad posting - earn 5 lakh weekly! Join at claim.com
ham,Thought we could go out for dinner. I'll treat you! Seem ok?
spam,Part time ad posting - earn 25 lakh monthly! Apply at winner.com
ham,Haha mayb u're rite... U know me well. Da feeling of being liked by someone is gd lor. U faster go find one then all gals in our group attached liao.
ham,S but not able to sleep.
ham,Well its not like you actually called someone a punto. That woulda been worse.
ham,HIYA COMIN 2 BRISTOL 1 ST WEEK IN APRIL. LES GOT OFF + RUDI ON NEW YRS EVE BUT I WAS SNORING.THEY WERE DRUNK! U BAK AT COLLEGE YET? MY WORK SENDS INK 2 BATH.
spam,football betting - get 100% bonus! Join claim.com
ham,LOL ... No just was busy
ham,"Edison has rightly said, ""A fool can ask more questions than a wise man can answer"" Now you know why all of us are speechless during ViVa.. GM,GN,GE,GNT:-)"
spam,CONGRATULATIONS! You won 50000 Rs in Government lottery! Call +918765432109
ham,"Superb Thought- ""Be grateful that u dont have everything u want. That means u still have an opportunity to be happier tomorrow than u are today."":-)"
ham,That day you asked about anand number. Why:-)
spam,iPad at 60% discount! Buy now at bet365.in
ham,I'm very happy for you babe ! Woo hoo party on dude!
ham,HI DARLIN ITS KATE ARE U UP FOR DOIN SOMETHIN TONIGHT? IM GOING TO A PUB CALLED THE SWAN OR SOMETHING WITH MY PARENTS FOR ONE DRINK SO PHONE ME IF U CAN
ham,Mmmm ... Fuck ... Not fair ! You know my weaknesses ! *grins* *pushes you to your knee's* *exposes my belly and pulls your head to it* Don't forget ... I know yours too *wicked smile*
spam,Your PAN card will be suspended! Verify at claim.com
ham,Well I'm going to be an aunty!
spam,You are selected for 10 lakh prize! WhatsApp +918765432109
ham,Did you your help?
ham,Yes. It's all innocent fun. O:-)
spam,AirPods sale - 80% discount! Order at kyc.in
ham,";-( oh well, c u later"
ham,I'm working on document right now
ham,Oh yeah! And my diet just flew out the window
ham,Wishing you a wonderful week.
spam,Win 25 lakh in football betting! Play now at lottery.in
ham,"Greetings me, ! Consider yourself excused."
ham,Hmm. Shall i bring a bottle of wine to keep us amused? Just joking! I'll still bring a bottle. Red or white? See you tomorrow
spam,WhatsApp +447310399942 for captcha solving - earn 10000 Rs/month
ham,Oh oh... Den muz change plan liao... Go back have to yan jiu again...
spam,Business loan - get 25 lakh in 24 hours. WhatsApp +919876543210
ham,"I have 2 sleeping bags, 1 blanket and paper and  phone details. Anything else?"
spam,Part time ad posting - earn 10000 Rs monthly! Apply at lottery.in
ham,When are you guys leaving?
ham,Give one miss from that number please
ham,Easy ah?sen got selected means its good..
ham,Shopping? Eh ger i toking abt syd leh...Haha
spam,PNB: Your credit card will expire. Renew at bet365.in
spam,Join WhatsApp group for daily income 25 lakh! Message +919123456789
ham,There generally isn't one. It's an uncountable noun - u in the dictionary. pieces of research?
ham,I'm also came to room.
ham,Did you waiting?
spam,Smart TV for 10 lakh only! Limited stock at bet365.in
spam,You have won a guaranteed 32000 award or maybe even £1000 cash to claim ur award call free on 0800 ..... (18+). Its a legitimat efreefone number wat do u think???
ham,"That's cool he'll be here all night, lemme know when you're around"
spam,typing jobs - earn 10000 Rs daily! Join at bet365.in
ham,Speak only when you feel your words are better than the silence... Gud mrng:-)
ham,I'll call you this evening
ham,This phone has the weirdest auto correct.
ham,I am in office:)whats the matter..msg me now.i will call you at break:).
ham,Another month. I need chocolate weed and alcohol.
ham,Armand says get your ass over to epsilon
spam,Win 5 crore in IPL betting! Play now at betking.com
spam,Personal loan - get 50000 Rs in 24 hours. WhatsApp +447310399942
ham,Oh... Kay... On sat right?
ham,Makes sense
ham,"Awesome, be there in a minute"
spam,Google Pay verification required! Update at lottery.in within 48 hours
ham,"Motivate Behind every darkness, there is a shining light waiting for you to find it... Behind every best friend, there is always trust and love... BSLVYL"
spam,Work from home - earn 1 lakh per month! WhatsApp +918765432109
ham,Hey what how about your project. Started aha da.
spam,WhatsApp +918765432109 to claim your prize of 10 lakh!
ham,"Hiya, probably coming home * weekend after next"
ham,"Depends on quality. If you want the type i sent boye, faded glory, then about 6. If you want ralphs maybe 2"
ham,No da if you run that it activate the full version da.
spam,Google Pay KYC pending! Complete at secure.com to avoid block
ham,Yup but not studying surfing lor. I'm in e lazy mode today.
ham,Aiya we discuss later lar... Pick ü up at 4 is it?
ham,"Yeah, probably here for a while"
spam,SMS sending jobs - earn 50 lakh daily! Join at verify.in
ham,Let me think about document
ham,Dnt worry...use ice pieces in a cloth pack.also take 2 tablets.
spam,Lucky draw winner! You won 1 lakh! Verify at claim.com
ham,At 4. Let's go to bill millers
ham,Thanks for the support
ham,Am only searching for good dual sim mobile pa.
spam,FROM 88066 LOST £12 HELP
ham,S but mostly not like that.
ham,No problem baby. Is this is a good time to talk? I called and left a message.
ham,So why didnt you holla?
ham,Okay... We wait ah
ham,At home also.
spam,Perfume sale - 70% discount! Order at lottery.in
ham,"I'm done. I'm sorry. I hope your next space gives you everything you want. Remember all the furniture is yours. If i'm not around when you move it, just lock all the locks and leave the key with jenne."
spam,"Watch at 90% off! Hurry, buy at winner.com"
ham,She went to attend another two rounds today..but still did't reach home..
ham,Yes i have. So that's why u texted. Pshew...missing you so much
ham,"I guess you could be as good an excuse as any, lol."
spam,Bet on basketball and win 25 lakh! Register at bet365.in
spam,goldviking (29/M) is inviting you to be his friend. Reply YES-762 or NO-762 See him: www.SMS.ac/u/goldviking STOP? Send STOP FRND to 62468
ham,No got new job at bar in airport on satsgettin 4.47per hour but means no lie in! keep in touch
ham,I'm sorry for the files
ham,Send me the new number
ham,I to am looking forward to all the sex cuddling.. Only two more sleeps 
spam,SMS sending jobs - earn 1 lakh per day! Register at update.com
ham,"Alright we'll bring it to you, see you in like  &lt;#&gt;  mins"
ham,WHAT TIME U WRKIN?
ham,"And how you will do that, princess? :)"
spam,Bet on football and win 5 crore! Register at secure.com
ham,Thanks for ve lovely wisheds. You rock
ham,I'll keep you checking in
ham,Beauty sleep can help ur pimples too.
spam,Voter ID KYC pending! Complete at betking.com to avoid block
spam,Your Driving license will be suspended! Verify at prize.in
ham,Are you staying in town ?
ham,My sister going to earn more than me da.
ham,"Nah can't help you there, I've never had an iphone"
spam,Add me on WhatsApp +918765432109 to receive your lottery prize
ham,"Argh my 3g is spotty, anyway the only thing I remember from the research we did was that province and sterling were the only problem-free places we looked at"
spam,Online survey - earn 5 lakh weekly! Join at kyc.in
ham,Thanks for checking in!
ham,Dude ive been seeing a lotta corvettes lately
ham,No i'm not gonna be able to. || too late notice. || i'll be home in a few weeks anyway. || what are the plans
ham,I know she called me
spam,Credit card loan - get 1 crore in 24 hours. WhatsApp +919988776655
ham,What u talking bout early morning? It's almost noon where your at!
spam,Laptop for 50000 Rs! Limited time at update.com
spam,Bet on football and win 5 crore! Register at prize.in
spam,PAN card verification required! Update at kyc.in within 48 hours
spam,Business loan approved! Get 10000 Rs instantly. Apply at bet365.in
ham,Yo guess what I just dropped
spam,Work from home - earn 10000 Rs per month! WhatsApp +918765432109
ham,Do you mind if I ask what happened? You dont have to say if it is uncomfortable.
spam,Join WhatsApp group for daily income 1 lakh! Message +919123456789
ham,Can you understanding?
spam,Join WhatsApp group for daily income 50 lakh! Message +918899776655
ham,"Hi Chikku, send some nice msgs"
spam,Flipkart KYC pending! Complete at update.com to avoid block
ham,"Yeah hopefully, if tyler can't do it I could maybe ask around a bit"
ham,K still are you loving me.
spam,CONGRATULATIONS! You won 10 crore in KBC lottery! Call +447890123456
ham,You have to pls make a note of all she.s exposed to. Also find out from her school if anyone else was vomiting. Is there a dog or cat in the house? Let me know later.
spam,Show ur colours! Euro 2004 2-4-1 Offer! Get an England Flag & 3Lions tone on ur phone! Click on the following service message for info!
ham,"Very strange.  and  are watching the 2nd one now but i'm in bed. Sweet dreams, miss u "
ham,So what did the bank say about the money?
ham,Hi did u decide wot 2 get 4 his bday if not ill prob jus get him a voucher frm virgin or sumfing 
ham,Thanks for waiting!
ham,Tmrw. Im finishing 9 doors
ham,Hi its Kate it was lovely to see you tonight and ill phone you tomorrow. I got to sing and a guy gave me his card! xxx
spam,KBC lottery winner! Prize: 10000 Rs. Contact +919123456789
ham,"V-aluable. A-ffectionate. L-oveable. E-ternal. N-oble. T-ruthful. I-ntimate. N-atural. E-namous. Happy ""VALENTINES DAY"" in advance"
spam,URGENT: kabaddi betting bonus 50000 Rs! Claim at winner.com
ham,Can you reviewing?
ham,Babe ? I lost you ... Will you try rebooting ?
spam,WhatsApp +919123456789 for captcha solving - earn 50000 Rs/month
spam,Lucky draw winner! You won 10000 Rs! Verify at winner.com
spam,Home loan approved! Get 10000 Rs instantly. Apply at verify.in
ham,"She is our sister.. She belongs 2 our family.. She is d hope of tomorrow.. Pray 4 her,who was fated 4 d Shoranur train incident. Lets hold our hands together &amp; fuelled by love &amp; concern prior 2 her grief &amp; pain. Pls join in dis chain &amp; pass it. STOP VIOLENCE AGAINST WOMEN."
ham,I thk u dun haf 2 hint in e forum already lor... Cos i told ron n darren is going 2 tell shuhui.
spam,Place bets on basketball! Minimum deposit 5 lakh. WhatsApp +919988776655
ham,Oh thats late! Well have a good night and i will give u a call tomorrow. Iam now going to go to sleep night night
spam,Perfume for 5 crore only! Limited stock at secure.com
spam,Gold loan - get 50000 Rs in 24 hours. WhatsApp +918765432109
ham,"Okay, see you then"
spam,Part time form filling - earn 25 lakh monthly! Apply at claim.com
spam,IDBI: Your ATM card will expire. Renew at betking.com
ham,"The affidavit says  &lt;#&gt;  E Twiggs St, division g, courtroom  &lt;#&gt; , &lt;TIME&gt;  AM. I'll double check and text you again tomorrow"
spam,Samsung Galaxy sale - 90% discount! Order at verify.in
ham,Sry da..jst nw only i came to home..
spam,Google Pay refund of 1 lakh pending! Claim at kyc.in
spam,Smart TV for 1 lakh only! Limited stock at betking.com
spam,Passport verification required! Update at prize.in within 48 hours
ham,Then ü come n pick me at 530 ar?
spam,Personal loan at 8% interest! Apply at kyc.in
ham,What u talking bout early morning? It's almost noon where your at!
spam,URGENT: IPL betting bonus 1 lakh! Claim at bet365.in
ham,Like a personal sized or what
spam,Place bets on basketball! Minimum deposit 25 lakh. WhatsApp +918765432109
ham,So when do you wanna gym?
spam,Your electricity bill is overdue! Pay now at electricity-payment.com to avoid disconnection
spam,Someone has contacted our dating service and entered your phone because they fancy you! To find out who it is call from a landline 09111032124 . PoBox12n146tf150p
ham,First answer my question.
spam,Watch at 80% discount! Buy now at betking.com
spam,Join WhatsApp group for daily income 5 lakh! Message +919123456789
ham,"Sez, hows u & de arab boy? Hope u r all good give my love 2 evry1 love ya eshxxxxxxxxxxx"
spam,Personal loan approved! Get 10000 Rs instantly. Apply at secure.com
